,ISO_country,country_name,Year,WB_income_region,sample_size,severe_wasting,wasting,overweight,stunting,underweight,notes,author,source,under_5_pop
398,LSO,LESOTHO,2009,Lower middle income,2139.0,1.5,3.9,7.3,39.0,13.5,,Ministry of Health and Social Welfare (MOHSW) [Lesotho] and ICF Macro.,"Lesotho demographic and health survey 2009. Demographic and Health Surveys. Maseru, Lesotho: MOHSW and ICF Macro, 2010 (and additional analysis).",251.643
399,LSO,LESOTHO,2014,Lower middle income,1869.0,0.6,2.8,7.4,33.2,10.3,(pending reanalysis),Ministry of Health and ICF International.,"Lesotho demographic and health survey (2014 LDHS): Key indicators. Demographic and Health Surveys. Maseru, Lesotho: Ministry of Health and ICF International, 2015 (pending reanalysis).",274.39
400,LBR,LIBERIA,2000,Low income,4702.0,2.2,7.4,4.6,45.3,22.8,,"Ministry of Health and Social Welfare, UNICEF, Christian Health Association of Liberia.","Liberia national nutrition survey 1999-2000. Monrovia, Liberia, 2001 (and additional analysis).",496.427
401,LBR,LIBERIA,2007,Low income,5492.0,3.0,7.8,4.2,39.4,20.4,,"LISGIS, Ministry of Health and Social Welfare, National AIDS Control Program and Macro International Inc.","Liberia demographic and health survey 2007. Demographic and Health Surveys. Monrovia, Liberia: Liberia Institute of Statistics and Geo-Information Services (LISGIS) and Macro International Inc., 2008 (and additional analysis).",600.554
402,LBR,LIBERIA,2010,Low income,6288.0,0.2,2.8,,41.8,14.9,(pending reanalysis),"Ministry of Agriculture, World Food Programme, Liberia Institute of Statistics and Geo Information Services and UNICEF.",The 2010 State of Food and Nutrition Security in Liberia.,655.261
403,LBR,LIBERIA,2013,Low income,3620.0,2.0,5.6,3.2,32.1,15.3,,"Liberia Institute of Statistics and Geo-Information Services, Ministry of Health and Social Welfare, National AIDS Control Program, ICF International.","Demographic and health survey 2013. Demographic and Health Surveys. Monrovia, Liberia: Liberia Institute of Statistics and Geo-Information Services (LISGIS) and ICF International, 2014 (and additional analysis).",685.659
404,LBY,LIBYA,1995,Upper middle income,4681.0,1.5,3.6,13.4,21.1,4.2,,,"Libyan maternal and child health survey. PAPCHILD Surveys. Cairo: The League of Arab States, 1997 (and additional analysis).",568.602
405,LBY,LIBYA,2007,Upper middle income,10723.0,2.9,6.5,22.4,21.0,5.6,,National Center for Infectious and Chronic Disease Control [Jamahiriya] and Pan-Arab Project for Family Health.,"National Libyan family health survey. PAPFAM surveys. Cairo: The league of Arab States, 2008 (and additional analysis conducted by PAPFAM).",627.628
406,MDG,MADAGASCAR,1992,Low income,4530.0,1.2,6.4,1.6,60.9,35.5,,"Refeno G, Rabeza V, Mboup G, Schoemaker J.","Enquête nationale démographique et sanitaire 1992. Demographic and Health Surveys. Centre National de Recherches sur l'Environnement. Antananarivo, Madagascar, 1994 (and additional analysis).",2306.195
407,MDG,MADAGASCAR,1993,Low income,3131.0,,16.4,,54.1,40.9,Converted estimates,Institut National de la Statistique.,"Enquête permanente aupres des menages - rapport principal, décembre 1995. Antananarivo, Madagascar, 1995 (and additional analysis).",2355.735
408,MDG,MADAGASCAR,1995,Low income,5049.0,,9.0,,55.2,30.4,Converted estimates,Institut National de la Statistique et UNICEF.,"Enquête par grappes a indicateurs multiples [multiple indicators cluster survey (MICS)], Madagascar 1995 (rapport préliminaires). Antananarivo, Madagascar: Institut National de la Statistique et UNICEF, 1996 (and additional analysis).",2465.658
409,MDG,MADAGASCAR,1997,Low income,3331.0,2.5,8.9,2.2,58.2,38.0,Age-adjusted;,,"Enquête démographique et de santé, Madagascar 1997. Demographic and Health Surveys. Institut Nacional de la Statistique. Antananarivo, Madgascar, 1998 (and additional analysis).",2604.5
410,MDG,MADAGASCAR,2004,Low income,5905.0,5.6,15.2,6.2,52.8,36.8,,Institut National de la Statistique (INSTAT) et ORC Macro.,"Enquête Démographique et de Santé de Madagascar 2003-2004. Demographic and Health Surveys. Calverton, Maryland, USA : INSTAT et ORC Macro, 2005 (and additional analysis).",3057.818
411,MDG,MADAGASCAR,2009,Low income,5845.0,,,,49.2,,Weight data not validated,Institut National de la Statistique (INSTAT) et ICF Macro.,"Enquête démographique et de santé de Madagascar 2008-2009. Demographic and Health Surveys. Antananarivo, Madagascar: INSTAT et ICF Macro, 2010 (and additional analysis).",3315.921
412,MWI,MALAWI,1992,Low income,3442.0,2.1,6.6,9.9,55.8,24.4,,,"Malawi demographic and health survey 1992. Demographic and Health Surveys. National Statistics Office. Zomba, Malawi, 1993 (and additional analysis).",1833.887
413,MWI,MALAWI,1995,Low income,3654.0,,8.5,,53.8,26.5,Converted estimates,Ministry of Economic Planning and Development.,"Malawi social indicators survey 1995. MICS surveys. National Statistical Office and the Centre for Social Research. Lilongwe, Malawi, 1996 (and additional analysis).",1815.62
414,MWI,MALAWI,1998,Low income,639.0,,11.0,,63.6,26.3,Converted estimates,Government of Malawi.,"A relative profile of poverty in Malawi, 1998: A quintile-based poverty analysis of the Malawi integrated household survey, 1997-98. Poverty Monitoring System. Copied from www.nso.malawi.net; accessed 26/05/03 (and additional analysis).",1930.088
415,MWI,MALAWI,2000,Low income,10661.0,2.9,6.8,8.8,54.6,21.5,,National Statistical Office and ORC Macro.,"Malawi demographic and health survey 2000. Demographic and Health Surveys. Zomba, Malawi and Calverton, Maryland, USA: National Statistical Office and ORC Macro, 2001 (and additional analysis).",2042.66
416,MWI,MALAWI,2004,Low income,9205.0,3.2,6.3,10.2,52.5,18.4,,"National Statistical Office (NSO) [Malawi], and ORC Macro.","Malawi demographic and health survey 2004. Demographic and Health Surveys. Calverton, Maryland: NSO and ORC Macro, 2005 (and additional analysis).",2233.447
417,MWI,MALAWI,2006,Low income,22359.0,1.5,4.2,11.3,53.2,15.5,,National Statistical Office and UNICEF.,"Malawi multiple indicator cluster survey 2006, Final report. Lilongwe, Malawi: National Statistical Office and UNICEF, 2008. http://www.childinfo.org/mics3_surveys.html accessed 6 February 2009 (and additional analysis).",2352.716
418,MWI,MALAWI,2009,Low income,981.0,,1.8,4.9,48.8,12.1,,"Department of Nutrition, HIV and AIDS in the Office of President and Cabinet (DHNA-OPC), Ministry of Health (MOH), National Statistics Office (NSO),","UNICEF and CDC. The national micronutrient survey 2009. Lilongwe, Malawi: Ministry of Health, UNICEF, Irish Aid and CDC, 2011.",2580.876
419,MWI,MALAWI,2010,Low income,5115.0,1.6,4.1,9.2,47.8,13.8,,National Statistical Office (NSO) and ICF Macro.,"Malawi demographic and health survey 2010. Demographic and Health Surveys. Zomba, Malawi, and Calverton, Maryland, USA: NSO and ICF Macro. 2011 (and additional analysis).",2655.155
420,MWI,MALAWI,2014,Low income,,1.1,3.8,5.1,42.4,16.7,,National Statistical Office.,"Malawi MDG endline survey 2014. Key findings. Zomba, Malawi: National Statistical Office, 2014.",2895.27
421,MYS,MALAYSIA,1990,Upper middle income,316306.0,,,,,22.1,NSS; converted estimate,Ministry of Health.,"Annual reports, 1990-1993. Family Health Information System. Information and Documentation Unit. Kuala Lumpur, Malaysia, 1994 (and additional analysis).",2445.528
422,MYS,MALAYSIA,1991,Upper middle income,323299.0,,,,,23.1,NSS; converted estimate,Ministry of Health.,"Annual reports, 1990-1993. Family Health Information System. Information and Documentation Unit. Kuala Lumpur, Malaysia, 1994 (and additional analysis).",2471.177
423,MYS,MALAYSIA,1992,Upper middle income,325469.0,,,,,22.6,NSS; converted estimate,Ministry of Health.,"Annual reports, 1990-1993. Family Health Information System. Information and Documentation Unit. Kuala Lumpur, Malaysia, 1994 (and additional analysis).",2510.895
424,MYS,MALAYSIA,1993,Upper middle income,313246.0,,,,,20.5,NSS; converted estimate,Ministry of Health.,"Annual reports, 1990-1993. Family Health Information System. Information and Documentation Unit. Kuala Lumpur, Malaysia, 1994 (and additional analysis).",2560.748
425,MYS,MALAYSIA,1994,Upper middle income,317551.0,,,,,19.7,NSS; converted estimate,Ministry of Health.,"Annual reports, 1994 and 1995. Family Health Information System. Division of Family Health Development. Kuala Lumpur, Malaysia, 1996 (and additional analysis).",2610.944
426,MYS,MALAYSIA,1995,Upper middle income,344736.0,,,,,17.7,NSS; converted estimate,Ministry of Health.,"Annual reports, 1994 and 1995. Family Health Information System. Division of Family Health Development. Kuala Lumpur, Malaysia, 1996 (and additional analysis).",2652.171
427,MYS,MALAYSIA,1999,Upper middle income,5108.0,,15.3,5.5,20.7,16.7,Converted estimates,Somsiah Parman.,"A study of malnutrition in under five children in Malaysia.  Kuala Lumpur, Malaysia: Ministry of Health, 2000 (and additional analysis).",2729.895
428,MYS,MALAYSIA,2006,Upper middle income,5546.0,,,,17.2,12.9,,"Khor GL, Noor Safiza MN, Jamalludin AB, Jamaiyah H, Geeta A, Kee CC et al.","Nutritional status of children below five years in Malaysia: Anthropometric analyses from the third national health and morbidity survey III (NHMS, 2006). Malaysian Journal of Nutrition 2009;15:121-36.",2485.76
429,MDV,MALDIVES,1994,Upper middle income,1995.0,3.5,16.1,1.2,36.1,32.5,,Ministry of Health and Welfare.,"Nutritional status and child feeding practices of Maldivian children. Department of Public Health. Male, Maldives, 1994.",40.905
430,MDV,MALDIVES,1995,Upper middle income,798.0,,18.9,2.2,33.0,39.0,Converted estimates,,"Maldives multiple indicator survey report (MICS). United Nations Children's Fund. Malé, Maldives, June 1996 (and additional analysis).",39.92
431,MDV,MALDIVES,1997,Upper middle income,1486.0,9.8,21.8,6.9,46.7,41.5, National average,Ministry of Planning and National Development and United Nations Development Programme.,"Vulnerability and poverty assessment 1998. Male', Republic of Maldives, 1999 (and additional analysis).",37.048
432,MDV,MALDIVES,2001,Upper middle income,746.0,3.5,13.4,3.9,31.9,25.7,,Damodar Sahu.,"Multiple indicator cluster survey (MICS 2) Maldives (draft). Ministry of Health. Male, Republic of Maldives, 2001 (and additional analysis).",31.717
433,MDV,MALDIVES,2009,Upper middle income,2615.0,2.6,10.2,6.5,20.3,17.8,,Ministry of Health and Family (MOHF) [Maldives] and ICF Macro.,"Maldives demographic and health survey 2009. Demographic and Health Surveys. Calverton, Maryland: MOHF and ICF Macro, 2010 (and additional analysis).",31.964
434,MLI,MALI,1987,Low income,1525.0,3.2,11.3,0.5,35.8,28.6,Age-adjusted;,"Traoré B, Konatè M, Stanton C.","Enquête démographique et de santé au Mali, 1987. Demographic and Health Surveys. Bamako, Mali, 1989 (and additional analysis).",1503.463
435,MLI,MALI,1996,Low income,4987.0,9.8,22.0,2.3,39.9,37.7,Age-adjusted;,"Coulibaly S, Dicko F, Traoré SM, Sidibé O, Seroussi M, Barrère B.","Enquête demographique et de santé Mali 1995-1996. Demographic and Health Surveys. Cellule de Planification et de Statistique. Bamako, Mali, 1996 (and additional analysis).",1868.089
436,MLI,MALI,2001,Low income,10683.0,4.2,12.6,3.1,42.7,30.1,,"Cellule de Planification et de Statistique du Ministère de la Santé (CPS/MS), Direction Nationale de la Statistique et de l'Informatique (DNSI), ORC.","Enquête démographique et de santé au Mali 2001. Demographic and Health Surveys. Calverton, Maryland, USA: CPS/MS, DNSI et ORC Macro, 2002 (and additional analysis).",2154.913
437,MLI,MALI,2006,Low income,12770.0,6.0,15.3,4.7,38.5,27.9,,"Cellule de Planification et de Statistique du Ministère de la Santé (CPS/MS), Direction Nationale de la Statistique et de l'Informatique du Ministère","de l'Économie, de l'Industrie et du Commerce (DNSI/MEIC) et Macro International Inc. Enquête démographique et de santé du Mali 2006. DHS. Calverton, Maryland, USA: CPS/DNSI et Macro International Inc., 2007 (and additional analysis).",2553.458
438,MRT,MAURITANIA,1988,Lower middle income,931.0,,19.1,,40.2,,Converted estimates,Elder JA.,"The socio-economic determinants of nutritional status among children under five in Mauritania. Social Dimensions of Adjustment Surveys. Washington D.C.: The World Bank, 1990 (and additional analysis).",332.6
439,MRT,MAURITANIA,1990,Lower middle income,4295.0,8.0,17.4,6.8,54.8,43.3,,Ministry of Planning.,"Mauritania maternal and child health survey 1990-91 (MMCHS). PAPCHILD Surveys. Nouakchott, Islamic Republic of Mauritania; 1992 (and additional analysis).",349.532
440,MRT,MAURITANIA,1996,Lower middle income,3733.0,,8.7,,49.8,20.3,Converted estimates,"Ministère du Plan, Direction des Ressources Humaines.","Enquête nationale sur les indicateurs des objectifs à mi-terme en Mauritanie (MICS). Nouakchott, République Islamique de Mauritanie, 1996 (and additional analysis).",404.113
441,MRT,MAURITANIA,2000,Lower middle income,4297.0,7.1,15.3,3.8,39.5,30.4,,Office National de la Statistique (ONS) [Mauritania] et ORC Macro.,"Enquête démographique et de santé Mauritanie 2000-2001. Demographic and Health Surveys. Calverton, Maryland, USA: ONS et ORC Macro, 2001 (and additional analysis).",445.451
442,MRT,MAURITANIA,2007,Lower middle income,8283.0,3.8,13.4,2.3,28.9,23.2,,Office National de la Statistique (ONS) and UNICEF.,"Mauritanie, enquête par grappes à indicateurs multiples 2007. Nouakchott, Mauritania: ONS and UNICEF, 2008 (and additional analysis).",525.411
443,MRT,MAURITANIA,2008,Lower middle income,6338.0,1.1,8.1,1.0,23.0,15.9,,"ANED, Office National de la Statistique (ONS) et UNICEF.","Enquête rapide nationale sur la nutrition et survie de l'enfant en Mauritanie: Rapport final. Nouakchott, Mauritanie: ANED, ONS et UNICEF, 2008 (and additional analysis).",535.263
444,MRT,MAURITANIA,2011,Lower middle income,8524.0,4.0,13.9,3.2,29.7,24.4,,Office National de la Statistique (ONS).,"Suivi de la situation des femmes et des enfants. Enquête par grappes à indicateurs multiples (MICS) 2011: Rapport final. Nouakchott, Mauritanie: ONS, 2012.",565.057
445,MRT,MAURITANIA,2012,Lower middle income,6569.0,1.9,11.6,1.2,22.0,19.5,,"Ministère de la Santé, Office Nationale de la Statistique et UNICEF.","Enquête nutritionnelle nationale utilisant la méthodologie SMART: Résultats préliminaires. Nouakchott, Mauritanie, Juillet 2012 (and additional analysis).",574.736
446,MUS,MAURITIUS,1985,Upper middle income,2430.0,,18.3,8.8,27.3,21.1,Converted estimates,Ministry of Health.,"Mauritius national nutrition survey 1985: summary report. Evaluation and Nutrition Unit. Port Louis, Mauritius, 1988 (and additional analysis).",104.341
447,MUS,MAURITIUS,1995,Upper middle income,1537.0,,15.7,6.5,13.6,13.0,Converted estimates,Ministry of Health.,"A survey on nutrition in Mauritius and Rodrigues, 1995 (final report). Port Louis, Mauritius, 1996 (and additional analysis).",111.011
448,MEX,MEXICO,1988,Upper middle income,7422.0,,7.4,6.1,28.7,12.4,Converted estimates,"Sepulveda AJ, Lezana MA, Tapia Conyer R, Valdespino IL, Madrigal H, Kumate J.",Estado nutricional de preescolares y las mujeres en Mexico: resultados de una encuesta probabilistica nacional. Gaceta Medica de Mexico 1990;126:207-226 (and additional analysis).,11411.107
449,MEX,MEXICO,1989,Upper middle income,14932.0,1.7,6.1,11.0,26.0,9.6,Adjusted NR to NA;,,"Encuesta nacional de alimentacion en el medio rural, 1989 (ENAL). Instituto de la Nutricion 'Salvador Zubiran'. Comision Nacional de Alimentacion. Division de Nutricion, INNSZ. Tlalpan, Mexico, D.F, 1990 (and additional analysis).",11481.424
450,MEX,MEXICO,1996,Upper middle income,31601.0,,8.5,,25.8,10.3,Adjusted NR to NA; converted estimates,"Avila Curiel A, Shamah Levy T, Galindo Gomez C, Rodriguez Hernandez G, Barragan Heredia LM.",La desnutricion infantil en el medio rural mexicano. Salud Publica de Mexico 1998;40:150-160.,12037.981
451,MEX,MEXICO,1998,Upper middle income,7930.0,0.9,2.3,7.6,21.7,6.0,,,"Encuesta nacional de nutricion 1999. Tomo 1: Resultados, niños menores de 5 años. Instituto Nacional de Salud Publica. Cuernavaca, Mexico, 2000 (and additional analysis).",12176.53
452,MEX,MEXICO,2006,Upper middle income,7707.0,0.4,2.0,7.6,15.5,3.4,,"Olaiz-Fernández G, Rivera-Dommarco J, Shamah-Levy T, Rojas R, Villalpando-Hernández S, Hernández-Avila M, et al.","Encuesta nacional de salud y nutrición 2006. Cuernavaca, México: Instituto Nacional de Salud Pública, 2006 (and additional analysis).",11832.173
453,MEX,MEXICO,2012,Upper middle income,9999999.0,0.4,1.6,9.0,13.6,2.8,,"Gutiérrez JP, Rivera-Dommarco J, Shamah-Levy T, Villalpando-Hernández S, Franco A, Cuevas-Nasu L, et al.","Encuesta nacional de salud y nutrición 2012. Resultados nacionales. Cuernavaca, México: Instituto Nacional de Salud Pública, 2012 (and additional analysis).",11635.589
454,MNG,MONGOLIA,1992,Upper middle income,1679.0,,2.4,,33.1,11.8,Age-adjusted; converted estimates,Kachondham Y.,"Report of a consultancy on the Mongolian Child Nutrition Survey. Institute of Nutrition. Nakornpathom, Thailand, 1992 (and additional analysis).",326.291
455,MNG,MONGOLIA,1999,Upper middle income,4146.0,1.9,4.3,7.0,30.1,10.8,,Kachondham Y.,"Report on the 2nd national child and nutrition survey, Mongolia 1999. Institute of Nutrition and Faculty of Medicine, Ramathibodi Hospital, Mahidol University, Thailand, 2000 (and additional analysis).",239.324
456,MNG,MONGOLIA,2000,Upper middle income,5918.0,3.0,7.1,12.7,29.8,11.6,,,"Mongolia child and development survey - 2000 (MICS-2): National report 2001. Ulaanbaatar, Mongolia: National Statistics Office, 2001 (and additional analysis).",233.941
457,MNG,MONGOLIA,2004,Upper middle income,1247.0,0.1,0.6,6.1,23.5,4.8,,"Nutrition Research Center, Ministry of Health (Mongolia) and Unicef -Mongolia.","Nutritional status of Mongolian children and women: 3rd National nutrition survey report. Ulaanbaatar, Mongolia, 2006.",218.95
458,MNG,MONGOLIA,2005,Upper middle income,3357.0,1.1,2.7,14.2,27.5,5.3,,National Statistical Office and UNICEF.,"Mongolia ""Child and Development 2005""  survey (MICS-3), final report. Ulaanbaatar, Mongolia, 2007 (http://www.childinfo.org/mics3_surveys.html accessed 27/08/08 and additional analysis).",221.603
459,MNG,MONGOLIA,2010,Upper middle income,705.0,0.5,1.8,6.7,15.6,4.7,,"Public Health Institute, Nutrition Research Centre (NRC).","Population nutrition status. Fourth national survey report. Ulaanbaatar, Mongolia: NTC, 2013 (and additional analysis).",280.323
460,MNG,MONGOLIA,2013,Upper middle income,,0.4,1.0,10.5,10.8,1.6,,National Statistical Office.,"Social indicator sample survey 2013 (MICS). Key findings.Ulaanbaatar, Mongolia: National Statistical Office, 2014.",324.82
461,MNE,MONTENEGRO,2005,Upper middle income,891.0,2.2,4.2,15.6,7.9,2.2,,Statistical Office of Montenegro (MONSTAT) and Strategic Marketing Research Agency (SMMRI).,"Montenegro multiple indicator cluster survey 2005, Final report. Podgorica, Montenegro: MONSTAT, SMMRI and UNICEF, 2006. http://www.childinfo.org/mics3_surveys.html (accessed 4 March 2008 and additional analysis).",40.302
462,MNE,MONTENEGRO,2013,Upper middle income,1392.0,1.2,2.8,22.3,9.4,1.0,,Statistical Office of Montenegro (MONSTAT) and UNICEF.,"2013 Montenegro multiple indicator cluster survey and 2013 Montenegro Roma settlements multiple indicator cluster survey, (MICS): Key findings. Podgorica, Montenegro: MONSTAT and UNICEF, 2014.",38.444
463,MAR,MOROCCO,1987,Lower middle income,5473.0,1.5,3.9,5.5,34.5,12.7,,"Azelmat M, Ayad M, Belhachmi H.","Enquête national sur la planification familiale, la fécondité et la santé de la population au Maroc (ENPS) 1987. Demographic and Health Surveys. Ministère de la Santé Publique. Rabat, Maroc, 1989 (and additional analysis).",3555.369
464,MAR,MOROCCO,1992,Lower middle income,4654.0,1.1,2.6,10.7,29.9,8.1,,"Azelmat M, Ayad M, Housni El A.","Enquête nationale sur la population et la santé (ENPS-II) 1992. Demographic and Health Surveys. Rabat, Royaume du Maroc, 1993 (and additional analysis).",3357.204
465,MAR,MOROCCO,1997,Lower middle income,3655.0,2.0,4.7,13.7,29.0,7.7,,Ministère de la Santé (Maroc) and Ligue of Arab States.,"[Enquête de santé materno-infantil sur la population Marocaine 1996-97]. Pan Arab project for child development (PAPCHILD). Rabat, Maroc, 2000 (and additional analysis).",3309.456
466,MAR,MOROCCO,2003,Lower middle income,5621.0,5.0,10.8,13.3,23.1,9.9,,"Ministère de la Santé [Maroc], ORC Macro, et Ligue des Etats Arabes.","Enquête dur la population et la santé familiale (EPSF) 2003-2004. Demographic and Health Surveys. Calverton, Maryland, USA: Ministère de la Santé et ORC Macro, 2005 (and additional analysis).",2936.393
467,MAR,MOROCCO,2011,Lower middle income,6927.0,1.0,2.3,10.7,14.9,3.1,,"Ministère de la Santé, Direction de la Planification et des Ressources Financières, Division de la Planification et des Etudes, Service des Etudes et","Enquête nationale sur la population et la santé familiale (ENPSF) 2010-2011. Rapport préliminaire. Rabat, Royaume de Maroc: Ministère de la Santé, 2012 (and additional analysis).",3212.138
468,MOZ,MOZAMBIQUE,1995,Low income,4586.0,,9.6,,59.9,23.9,Converted estimates,Government of Mozambique and United Nations Children's Fund.,"Multiple indicator cluster survey Mozambique - 1995. MICS Surveys. Ministry of Planning and Finance. Maputo, Mozambique, 1996 (and additional analysis).",2868.18
469,MOZ,MOZAMBIQUE,1997,Low income,3621.0,4.3,9.8,5.9,48.7,26.3,Age-adjusted;,,"Moçambique inquérito demográfico e de saude 1997. Demographic and Health Surveys. Instituto Nacional de Estatistica. Maputo, Moçambique, 1998 (and additional analysis).",3090.356
470,MOZ,MOZAMBIQUE,2001,Low income,,,6.8,,49.6,23.0,Converted estimates,"Ministerio da Saude, Instituto Nacional de Estatistica [Moçambique].","Questionario de indicadores basicos de bem-estar (QUIBB): Relatorio final. Maputo, Moçambique: Instituto Nacional de Estadisticas, 2001 (and additional analysis).",3445.173
471,MOZ,MOZAMBIQUE,2003,Low income,9078.0,2.1,5.4,6.3,47.0,21.2,,"Instituto Nacional de Estatística, Ministério da Saúde [Moçambique], and Measure DHS/ORC Macro.","Moçambique inquérito demográfico e de saúde 2003. Demographic and Health Surveys. Calverton, Maryland, USA: Instituto Nacional de Estatística, Ministério da Saúde and ORC Macro, 2005 (and additional analysis).",3653.001
472,MOZ,MOZAMBIQUE,2008,Low income,10872.0,1.3,4.2,3.6,43.7,18.3,,"Instituto Nacional de Estatistica (INE), UNICEF.","Mozambique multiple indicator cluster survey 2008 (MICS). Maputo, Mozambique: INE, 2009 (and additional analysis).",4161.168
473,MOZ,MOZAMBIQUE,2011,Low income,10791.0,2.3,6.1,7.9,43.1,15.6,,"Ministerio da Saude (MISAU), Instituto Nacional de Estatística (INE) e ICF International (ICFI).","Moçambique inquérito demográfico e de Saúde 2011. Demographic and Health Surveys. Calverton, Maryland, USA: MISAU, INE e ICFI, 2013 (and additional analysis).",4444.951
474,MMR,MYANMAR,1990,Lower middle income,5899.0,,,,,32.5,Age-adjusted; converted estimate,,"Ministry of Health. Nutrition Situation of Myanmar Children. Preliminary report of the national nutrition survey 1990. Rangoon, Myanmar, 1991 (and additional analysis).",5294.484
475,MMR,MYANMAR,1991,Lower middle income,5540.0,,12.7,,53.6,37.0,Age-adjusted; converted estimates,Ministry of Health.,"Nutrition situation of Myanmar children. Report of the  National Nutrition Survey 1991. Ragoon, Myanmar, 1994 (and additional analysis).",5173.607
476,MMR,MYANMAR,1994,Lower middle income,5994.0,,9.2,,58.7,31.2,Age-adjusted; converted estimates,Department of Health.,"National nutrition survey, 1994. National Nutrition Centre. Yangon, Myanmar, 1995 (and additional analysis).",5034.784
477,MMR,MYANMAR,1995,Lower middle income,19908.0,,,,,38.7,Converted estimate,Ministry of Health.,"Monitoring progress toward the goals of the World Summit for Children through multiple indicator cluster survey (MICS). Yangon, Myanmar, 1995 (and additional analysis).",5026.292
478,MMR,MYANMAR,1997,Lower middle income,4894.0,,9.6,9.7,55.4,28.1,Age-adjusted; converted estimates,Ministry of Health.,"National nutrition survey 1997. National Nutrition Centre. Yangon, Myanmar, 2000 (and additional analysis).",5083.901
479,MMR,MYANMAR,2000,Lower middle income,8537.0,2.9,10.7,2.4,40.8,30.1,,"Department of Health Planning, Ministry of Health and UNICEF (Myanmar).","Union of Myanmar monitoring national programme of action goals though multiple indicator cluster survey 2000. Yangon, Myanmar, 2001 (and additional analysis).",5203.34
480,MMR,MYANMAR,2003,Lower middle income,8452.0,2.9,10.7,2.4,40.6,29.6,,"Department of Health Planning, Ministry of Health and UNICEF (Myanmar).","Multiple indicator cluster survey 2003 (MICS). Yangon, Myanmar, 2004 (and additional analysis).",5414.645
481,MMR,MYANMAR,2009,Lower middle income,15430.0,2.1,7.9,2.6,35.1,22.6,,Ministry of National Planning and Economic Development and Ministry of Health [Myanmar].,"Myanmar multiple indicator cluster survey 2009 - 2010: Final Report (MICS3). Nay Pyi Taw, Myanmar: Ministry of National Planning and Economic Development and Ministry of Health, 2011.",5155.837
482,NAM,NAMIBIA,1992,Upper middle income,2618.0,3.2,9.6,4.5,35.7,21.5,,"Katjiuanjo P, Titus S, Zauana M, Boerma T.","Namibia demographic and health survey 1992. Demographic and Health Surveys. Windhoek, Republic of Namibia, 1993 (and additional analysis).",249.233
483,NAM,NAMIBIA,2000,Upper middle income,4340.0,3.0,10.0,3.3,29.5,20.3,,Ministry of Health and Social Services (MOHSS) [Namibia].,"Namibia demographic and health survey 2000 (Demographic and Health Surveys). Windhoek, Namibia: MOHSS, 2003 (and additional analysis).",276.152
484,NAM,NAMIBIA,2007,Upper middle income,5168.0,2.0,7.5,4.6,29.6,17.5,,Ministry of Health and Social Services (MoHSS) [Namibia] and Macro International Inc.,"Namibia demographic and health survey 2006-07. Demographic and Health Surveys. Windhoek, Namibia and Calverton, Maryland, USA: MoHSS and Macro International Inc., 2008 (and additional analysis).",280.722
485,NAM,NAMIBIA,2013,Upper middle income,2630.0,2.8,7.1,4.1,23.1,13.2,,The Nambia Ministry of Health and Social Services (MoHSS) and ICF International.,"The Namibia demographic and health survey 2013. Demographic and Health Surveys. Windhoek, Namibia, and Rockville, Maryland, USA: MoHSS and ICF International, 2014 (and additional analysis).",321.176
486,NRU,NAURU,2007,,267.0,0.2,1.0,2.8,24.0,4.8,,"Nauru Bureau of Statistics (NBS), Secretariat of the Pacific Community (SPC) and Macro International Inc.","Nauru 2007 demographic and health survey. Demographic and Health Surveys. Auckland, New Zealand: NBS, SPC and Macro, 2009 ( http://www.spc.int/prism/country/nr/stats/Publication/DHS/dhs.htm, accessed 10/05/11).",1.0
487,NPL,NEPAL,1995,Low income,6781.0,,6.0,,68.2,42.6,Age-adjusted; converted estimates,National Planning Commission.,"Nepal multiple indicator surveillance: cycle I, Jan to March 1995 health and nutrition - final report (MICS). Kathmandu, Nepal, 1996 (and additional analysis).",3352.539
488,NPL,NEPAL,1996,Low income,3972.0,2.8,12.6,0.7,65.7,47.1,Age-adjusted;,"Ajit Pradhan, Ram Hari Aryal, Gokarna Regmi, Bharat Baan, Pavalavalli Govindasamy.","Nepal family health survey, 1996. Demographic and Health Surveys. Ministry of Health. Kathmandu, Nepal, 1997 (and additional analysis).",3425.237
489,NPL,NEPAL,1998,Low income,17471.0,1.4,7.9,0.4,61.1,38.2,,,"Nepal micronutrient status survey 1998. Kathmandu, Nepal: Ministry of Health, Child Health Division, HMG/N, New ERA, Micronutrient Initiative, UNICEF Nepal and WHO, 2000 (and additional analysis).",3530.067
490,NPL,NEPAL,2001,Low income,6515.0,2.8,11.3,0.7,57.1,43.0,,"Ministry of Health [Nepal], New ERA, and ORC Macro.","Nepal demographic and health survey 2001. Demographic and Health Surveys. Calverton, Maryland, USA: Family Health Division, Ministry of Health; New ERA; and ORC Macro, 2002 (and additional analysis).",3590.593
491,NPL,NEPAL,2006,Low income,5299.0,2.7,12.7,0.6,49.3,38.8,,"Ministry of Health and Population (MOHP) [Nepal], New ERA, and Macro International Inc.","Nepal demographic and health survey 2006. Demographic and Health Surveys. Kathmandu, Nepal: Ministry of Health and Population, New ERA, and Macro International Inc., 2007 (and additional analysis).",3372.78
